source_relation,date_day,account_name,account_id,campaign_name,campaign_id,ad_group_name,ad_group_id,ad_name,ad_id,keyword_id,keyword_name,match_type,search_query,device_os,device_type,network,clicks,impressions,spend,conversions,conversions_value,all_conversions,all_conversions_value
"",2019-05-13,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,,1343603469570972,,83975245622721,83975364112905,,Broad,fivetran dbt packages making life simpler,Android,Smartphone,Syndicated search partners,1,10,1.71,0,0,0,0
"",2019-04-15,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,,1338105911256039,e7L/v/fiGh2rg37b19Quew==,83631648270349,83631766916614,,Broad,fivetran dbt package team is awesome,Windows,Computer,Bing and Yahoo! search,1,4,6.17,0,0,0,0
"",2019-04-30,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,,1343603469570972,,83975245622721,83975364112905,,Broad,contributing to fivetran packages,iOS,Smartphone,Syndicated search partners,1,9,1.48,0,0,0,0
"",2019-04-20,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,,1343603469570972,,83975245622721,83975364112905,,Broad,how to contribute to fivetran packages,Android,Smartphone,Syndicated search partners,5,13,16.69,0,0,0,0
"",2019-04-26,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,,1343603469570972,,83975245622721,83975364112905,,Broad,how to improve fivetran packages,Android,Smartphone,Syndicated search partners,5,143,10.37,0,0,0,0
"",2019-05-11,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,,1343603469570972,,83975245622721,83975364112905,,Broad,transforming data with fivetran packages,iOS,Smartphone,Syndicated search partners,1,7,5.03,0,0,0,0
"",2019-05-01,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,,1338105911256039,e7L/v/fiGh2rg37b19Quew==,83631648270349,83631766916614,,Broad,fivetran makes my life easier,Windows,Computer,Bing and Yahoo! search,1,4,6.57,1,0.01,3,0.02
"",2019-05-14,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,,1343603469570972,,83975245622721,83975364112905,,Broad,how can I get a job at fivetran,Android,Smartphone,Syndicated search partners,2,11,11.66,0,0,0,0
"",2019-04-26,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,,1343603469570972,,83975245622721,83975364112905,,Broad,fivetran packages changed my life,Android,Smartphone,Syndicated search partners,6,60,4.81,0,0,0,0
"",2019-05-07,Fivetran,150175881,PafijluKrvfPOb+f94eCDw==,359751135,,1343603469570972,,83975245622721,83975364112905,,Broad,using fivetran packages in transformation,Android,Smartphone,Syndicated search partners,2,9,1.62,0,0,0,0
