region,category_desc,display_url,postalcode,last_modified_date,created_date,category,count,avg_value,total_value,max_value
NY,Health,/opportunities/5561,10001.0,September 09 2011,September 01 2011,Low commitment,1,0.0,0,0
NY,Helping Neighbors in Need,/opportunities/5541,10001.0,April 14 2011,July 20 2011,Low commitment,2,0.0,0,0
NY,Strengthening Communities,/opportunities/4999,10463.0,July 14 2011,January 14 2011,Low commitment,2,0.0,0,0
NY,Strengthening Communities,/opportunities/5170,11418.0,January 10 2011,March 11 2011,Low commitment,1,0.0,0,0
NY,Strengthening Communities,/opportunities/5170,10029.0,September 16 2011,September 14 2011,Low commitment,1,0.0,0,0
NY,Strengthening Communities,/opportunities/4999,10463.0,January 21 2011,September 01 2011,Low commitment,1,0.0,0,0
NY,Strengthening Communities,/opportunities/4999,10463.0,July 14 2011,September 01 2011,Low commitment,1,0.0,0,0
NY,Strengthening Communities,/opportunities/5170,10065.0,August 04 2011,June 01 2011,Low commitment,1,0.0,0,0
NY,Strengthening Communities,/opportunities/5170,11418.0,January 10 2011,June 01 2011,Low commitment,1,0.0,0,0
NY,Strengthening Communities,/opportunities/5097,11207.0,March 02 2011,February 11 2011,Low commitment,3,0.0,0,0
NY,Helping Neighbors in Need,/opportunities/5475,10001.0,June 02 2011,June 16 2011,Low commitment,1,0.0,0,0
NY,Strengthening Communities,/opportunities/5170,11415.0,March 11 2011,March 08 2011,Low commitment,1,0.0,0,0
NY,Health,/opportunities/5561,10001.0,August 15 2011,September 01 2011,Low commitment,2,0.0,0,0
NY,Strengthening Communities,/opportunities/5170,11415.0,March 11 2011,March 11 2011,Low commitment,1,0.0,0,0
NY,Strengthening Communities,/opportunities/5709,10463.0,September 01 2011,September 01 2011,Low commitment,1,0.0,0,0
NY,Strengthening Communities,/opportunities/5439,10013.0,June 10 2011,June 07 2011,Low commitment,20,0.0,0,0
NY,Helping Neighbors in Need,/opportunities/5266,10001.0,August 18 2011,April 12 2011,Low commitment,1,0.0,0,0
NY,Helping Neighbors in Need,/opportunities/5541,10001.0,August 23 2011,April 12 2011,Low commitment,1,0.0,0,0
NY,Strengthening Communities,/opportunities/5627,10026.0,March 09 2011,January 24 2011,Low commitment,1,0.0,0,0
NY,Strengthening Communities,/opportunities/5439,10013.0,June 07 2011,May 11 2011,Low commitment,1,0.0,0,0
NY,Helping Neighbors in Need,/opportunities/5475,10016.0,June 17 2011,June 16 2011,Low commitment,1,0.0,0,0
NY,Health,/opportunities/5561,10001.0,August 15 2011,July 27 2011,Low commitment,2,0.0,0,0
NY,Strengthening Communities,/opportunities/5170,10029.0,September 16 2011,March 08 2011,Low commitment,1,0.0,0,0
NY,Emergency Preparedness,/opportunities/5679,10035.0,July 01 2011,August 29 2011,Low commitment,1,0.0,0,0
NY,Education,/opportunities/5676,11205.0,August 25 2011,August 24 2011,Low commitment,1,0.0,0,0
NY,Helping Neighbors in Need,/opportunities/5475,10001.0,June 02 2011,August 09 2011,Low commitment,1,0.0,0,0
NY,Helping Neighbors in Need,/opportunities/5475,10016.0,August 09 2011,August 09 2011,Low commitment,1,0.0,0,0
NY,Health,/opportunities/5561,10001.0,August 15 2011,March 07 2011,Low commitment,2,0.0,0,0
NY,Strengthening Communities,/opportunities/5170,10029.0,September 16 2011,June 01 2011,Low commitment,1,0.0,0,0
NY,Strengthening Communities,/opportunities/5107,10026.0,March 09 2011,January 24 2011,Low commitment,1,0.0,0,0
NY,Strengthening Communities,/opportunities/5627,10040.0,August 15 2011,January 24 2011,Low commitment,1,0.0,0,0
NY,Strengthening Communities,/opportunities/5627,10271.0,January 21 2011,February 11 2011,Low commitment,1,0.0,0,0
NY,Strengthening Communities,/opportunities/5432,10013.0,June 08 2011,May 11 2011,Low commitment,7,0.0,0,0
NY,Strengthening Communities,/opportunities/5439,10013.0,June 09 2011,June 06 2011,Low commitment,16,0.0,0,0
NY,Strengthening Communities,/opportunities/5340,11203.0,May 11 2011,May 04 2011,Low commitment,1,0.0,0,0
NY,Strengthening Communities,/opportunities/5627,10040.0,August 15 2011,August 15 2011,Low commitment,1,0.0,0,0
NY,Strengthening Communities,/opportunities/5432,10013.0,June 08 2011,June 07 2011,Low commitment,35,0.0,0,0
NY,Strengthening Communities,/opportunities/5439,10013.0,June 09 2011,May 11 2011,Low commitment,4,0.0,0,0
NY,Strengthening Communities,/opportunities/5439,10013.0,June 10 2011,May 11 2011,Low commitment,4,0.0,0,0
NY,Strengthening Communities,/opportunities/5528,11233.0,July 19 2011,July 19 2011,Low commitment,1,0.0,0,0
NY,,/opportunities/5767,10010.0,March 07 2011,September 20 2011,Low commitment,1,0.0,0,0
NY,Helping Neighbors in Need,/opportunities/5475,10016.0,August 09 2011,June 16 2011,Low commitment,1,0.0,0,0
NY,Strengthening Communities,/opportunities/5432,10013.0,June 09 2011,June 06 2011,Low commitment,16,0.0,0,0
NY,Strengthening Communities,/opportunities/5170,11415.0,March 09 2011,September 14 2011,Low commitment,1,0.0,0,0
NY,Strengthening Communities,/opportunities/5107,10026.0,March 09 2011,February 14 2011,Low commitment,1,0.0,0,0
NY,Strengthening Communities,/opportunities/5439,10013.0,June 08 2011,June 07 2011,Low commitment,35,0.0,0,0
NY,Strengthening Communities,/opportunities/5432,10013.0,June 09 2011,June 07 2011,Low commitment,20,0.0,0,0
NY,Strengthening Communities,/opportunities/5432,10013.0,June 07 2011,June 07 2011,Low commitment,5,0.0,0,0
NY,Strengthening Communities,/opportunities/5107,10026.0,March 09 2011,May 10 2011,Low commitment,1,0.0,0,0
NY,Health,/opportunities/5561,10001.0,September 09 2011,July 27 2011,Low commitment,1,0.0,0,0
NY,,/opportunities/5268,10023.0,April 14 2011,April 12 2011,Low commitment,1,0.0,0,0
NY,,/opportunities/5767,10010.0,September 21 2011,September 20 2011,Low commitment,1,0.0,0,0
NY,Helping Neighbors in Need,/opportunities/5266,10001.0,August 18 2011,July 20 2011,Low commitment,2,0.0,0,0
NY,Strengthening Communities,/opportunities/5709,10463.0,March 22 2011,January 14 2011,Low commitment,2,0.0,0,0
NY,Strengthening Communities,/opportunities/5170,11418.0,January 10 2011,March 08 2011,Low commitment,1,0.0,0,0
NY,Strengthening Communities,/opportunities/4999,10463.0,January 21 2011,January 14 2011,Low commitment,2,0.0,0,0
NY,Helping Neighbors in Need,/opportunities/5475,10016.0,June 17 2011,March 10 2011,Low commitment,1,0.0,0,0
NY,Health,/opportunities/5561,11206.0,March 07 2011,March 07 2011,Low commitment,1,0.0,0,0
NY,Helping Neighbors in Need,/opportunities/5475,10001.0,June 02 2011,May 27 2011,Low commitment,1,0.0,0,0
NY,Helping Neighbors in Need,/opportunities/5475,10016.0,August 09 2011,May 27 2011,Low commitment,1,0.0,0,0
NY,Strengthening Communities,/opportunities/5627,10040.0,August 15 2011,May 10 2011,Low commitment,1,0.0,0,0
NY,Strengthening Communities,/opportunities/5709,10463.0,January 21 2011,January 14 2011,Low commitment,2,0.0,0,0
NY,Helping Neighbors in Need,/opportunities/5475,10016.0,June 17 2011,August 09 2011,Low commitment,1,0.0,0,0
NY,Emergency Preparedness,/opportunities/5679,10007.0,February 02 2011,September 22 2011,Low commitment,1,0.0,0,0
NY,Helping Neighbors in Need,/opportunities/5475,10016.0,August 09 2011,March 21 2011,Low commitment,1,0.0,0,0
NY,Strengthening Communities,/opportunities/5107,10040.0,August 15 2011,February 11 2011,Low commitment,1,0.0,0,0
NY,Education,/opportunities/5624,10017.0,August 15 2011,August 12 2011,Low commitment,1,0.0,0,0
NY,Education,/opportunities/5676,11205.0,August 31 2011,August 27 2011,Low commitment,1,0.0,0,0
NY,Helping Neighbors in Need,/opportunities/5475,10001.0,June 02 2011,March 10 2011,Low commitment,1,0.0,0,0
NY,Strengthening Communities,/opportunities/5432,10013.0,June 07 2011,June 06 2011,Low commitment,4,0.0,0,0
NY,Helping Neighbors in Need,/opportunities/5475,10016.0,August 09 2011,March 10 2011,Low commitment,1,0.0,0,0
NY,Strengthening Communities,/opportunities/5107,10040.0,August 15 2011,February 14 2011,Low commitment,1,0.0,0,0
NY,Health,/opportunities/5561,10001.0,August 15 2011,February 07 2011,Low commitment,2,0.0,0,0
NY,Strengthening Communities,/opportunities/4999,10463.0,September 01 2011,September 01 2011,Low commitment,1,0.0,0,0
